epoch,train_loss,train_behavior_loss,train_illegal_loss,train_accuracy,train_steps,rollout_constraint_loss,rollout_constraint_steps,rollout_prevented_illegal_rate,rollout_constraint_revisit_rate,rollout_recovery_targets,val_loss,val_behavior_loss,val_illegal_loss,val_accuracy,val_steps,rollout_score,human_similarity_score,trial_weighted_rollout_score,reached_goal_rate,mean_excess_steps,mean_hit_rate,mean_revisit_rate,mean_efficiency,task1_rollout_score,task1_human_similarity_score,task1_reached_goal_rate,task1_mean_hit_rate,task1_mean_excess_steps,selection_metric,selection_value
1,1.432795,1.423801,0.299797,0.257426,202,0.517769,84,0.547619,0.440476,65,1.41393,1.4042,0.324315,0.192771,83,-0.432917,0.094594,-0.432917,0.125,19.625,0.179167,0.616667,0.295833,-0.432917,0.094594,0.125,0.179167,19.625,human_similarity,0.094594
