task_t,replan_t,target_t,progress_bin,n_transitions,mean_delta_norm,std_delta_norm,mean_dPC1,mean_dPC2,mean_dPC3
1,0,0,0,564,2.219701699648343,0.5564917704084995,0.5808509447816628,-0.14403159620491326,0.7907433658838272
1,0,0,1,299,2.122813264910991,0.5657582416398009,0.4910841618343739,-0.21298667536830423,0.8103688244885425
1,0,0,2,345,2.1898528377862942,0.6265669338679184,0.6238729927850806,-0.25520199651735415,0.8780212393273478
1,0,0,3,374,2.1827791915698485,0.6255400878016365,0.6680831509557638,-0.21499387445774945,0.8446348619094507
1,0,0,4,289,2.1315390767342697,0.6741054924918699,0.6511428712973545,-0.11255200129891763,0.791940761362702
1,0,0,5,409,2.2373120964056197,0.6758379779492675,0.7229244232104868,-0.25765275235645346,0.9672374778169874
1,0,0,6,407,2.231046437082185,0.6290133519084763,0.7410179363970968,-0.1613790173934777,0.9444254236410232
1,0,0,7,287,2.0961160178812226,0.6710587695491217,0.4649762146252788,-0.17315347022815034,0.8725500021921633
1,0,0,8,358,2.288540040894656,0.6077277799466383,0.6412286042084907,-0.22398392389939484,0.9644739766131732
1,0,0,9,614,2.3010923401346424,0.6488500952885409,0.6400787967593934,-0.2785933388075533,1.0613536200689377
1,0,1,0,701,2.01699207550959,0.6444944825447075,0.06427030218565855,-0.29689601605781984,-0.5561678748864802
1,0,1,1,318,1.9947918128198798,0.735197456244234,0.11423590969083444,-0.21416151809429973,-0.5342235491382625
1,0,1,2,437,2.050952165364128,0.7354795873691521,0.11578827864518154,-0.1162047551292713,-0.6613741666419555
1,0,1,3,365,2.077076191159144,0.7039563109920219,0.16457760725935844,-0.03938118731730605,-0.7128285683589439
1,0,1,4,282,2.1035973501543626,0.715950647012428,0.19892789515937473,-0.0345667820186057,-0.7641666791804717
1,0,1,5,456,2.0636075554873075,0.7071266080456893,0.2235693611988896,0.011409142773533077,-0.7960261306153578
1,0,1,6,404,2.17513903886965,0.7212724017590803,0.24483525483767585,-0.05196188205834663,-0.9508216365397272
1,0,1,7,338,2.2496039933530536,0.7684022804402366,0.4252632568485638,-0.036211042686988264,-0.9882298410379675
1,0,1,8,354,2.241068464719643,0.7313660583651378,0.5471875381335026,0.003295671047463929,-0.9433869927869005
1,0,1,9,703,2.3352744578043394,0.7142422499938733,0.4674806576725599,0.12385096704086572,-1.239907972578219
1,0,2,0,765,2.035378899293787,0.5127255382067403,-0.10175614641382803,0.433318422812652,0.39384703448200536
1,0,2,1,351,1.9800449896741796,0.6244235333993137,-0.1237522762512889,0.49617943989160734,0.584647511081648
1,0,2,2,418,1.992744599161536,0.6474465628454181,-0.20265304470105033,0.47751524659435146,0.4677974823773192
1,0,2,3,302,2.0210432607606545,0.6725655422703758,-0.12264028132356555,0.587181502373408,0.6064605771113705
1,0,2,4,286,2.0482926897027274,0.6475898264963478,-0.19908816776388175,0.5073188444325974,0.6046680300073191
1,0,2,5,488,2.166948631527971,0.6525757806671862,-0.23539364513498348,0.6227092254319091,0.6925084786947633
1,0,2,6,391,2.134931457240868,0.6297352800446324,-0.2732932296631586,0.5740973211996391,0.7849259816700845
1,0,2,7,309,2.1533971385469712,0.6621531090546344,-0.3214176394841046,0.6136942776010453,0.7773294207492307
1,0,2,8,375,2.191853113253911,0.6618773150465123,-0.28412194800376894,0.6197538258135319,0.8431702700058619
1,0,2,9,600,2.240618964831034,0.5998322078934831,-0.38934708898266157,0.6609226577604811,0.9152021367723743
1,0,3,0,548,2.1444546399216584,0.6287935685603946,-0.4768604110572895,0.17835107818245888,-0.7697343826157986
1,0,3,1,276,2.049448692880949,0.7762118666149255,-0.5239842744355184,-0.06770964219248381,-0.7303500589577184
1,0,3,2,338,2.0441929745162732,0.6942895614084212,-0.5903280284806821,-0.09148320859882253,-0.7779373821730797
1,0,3,3,328,2.1680861689695496,0.677906863376667,-0.6933401947523036,-0.14115896373532894,-0.7971046574004903
1,0,3,4,276,2.1188145407570014,0.6798318359463185,-0.6132011701609346,-0.20653481873265211,-0.7852021787261617
1,0,3,5,435,2.136732736332663,0.6811672605478939,-0.7081620068556961,-0.16162099237072056,-0.7548677033305853
1,0,3,6,413,2.05958644273639,0.6524560483678548,-0.6678524658841601,-0.34986509512613817,-0.7435077659641426
1,0,3,7,358,1.9959401891218218,0.6178712240641514,-0.6390122034737851,-0.35166247821719954,-0.6166840890349623
