epoch,train_loss,train_behavior_loss,train_illegal_loss,train_accuracy,train_steps,rollout_constraint_loss,rollout_constraint_steps,rollout_prevented_illegal_rate,rollout_constraint_revisit_rate,rollout_recovery_targets,val_loss,val_behavior_loss,val_illegal_loss,val_accuracy,val_steps,rollout_score,trial_weighted_rollout_score,reached_goal_rate,mean_excess_steps,mean_hit_rate,mean_revisit_rate,mean_efficiency,task1_rollout_score,task1_reached_goal_rate,task1_mean_hit_rate,task1_mean_excess_steps,selection_metric,selection_value
1,1.432795,1.423801,0.299797,0.257426,202,0.309468,90,0.677778,0.722222,69,1.413922,1.404192,0.324318,0.192771,83,-0.382222,-0.382222,0.125,20.0,0.0,0.768056,0.275,-0.382222,0.125,0.0,20.0,rollout_score,-0.382222
