task_group,n_samples,n_train,n_test,alpha,train_r2,test_r2,spectral_radius,attractor_like,fixed_point_note,b_PC1,b_PC2,b_PC3,fixed_PC1,fixed_PC2,fixed_PC3,A_PC1_from_PC1,A_PC1_from_PC2,A_PC1_from_PC3,A_PC2_from_PC1,A_PC2_from_PC2,A_PC2_from_PC3,A_PC3_from_PC1,A_PC3_from_PC2,A_PC3_from_PC3,eig1_real,eig1_imag,eig1_abs,eig2_real,eig2_imag,eig2_abs,eig3_real,eig3_imag,eig3_abs
task1_3,54490,40867,13623,10.0,0.31749484858360666,0.318073241288435,0.6930419542488109,True,ok,-0.008138331162623375,0.03907009311064025,-0.008765309802480682,0.015176559136540119,0.04005451207124875,-0.003508790027359672,0.5263953946080655,0.36207288140369986,-0.23465834615788586,0.2836139978749988,-0.056068339515765626,0.3061099865673914,-0.11219568918073308,0.21909979231888357,0.517748561538908,-0.3089041451878397,0.0,0.3089041451878397,0.6930419542488109,0.0,0.6930419542488109,0.6039378075702375,0.0,0.6039378075702375
task4,50632,37974,12658,10.0,0.14689899473932158,0.14953296811468483,0.477407804546689,True,ok,0.0047578124759053726,-0.005688120771815744,0.005986573108839577,0.0038832857319154846,-0.0037761342391382765,0.009161067623882082,0.3425060091063153,0.23586666441287096,-0.14342337692844095,0.1730865954420729,0.09202504363511593,0.17327027913232937,-0.053745060329499286,0.13730083974006818,0.42589668619131205,-0.08284767979004432,0.0,0.08284767979004432,0.46586761417609795,0.0,0.46586761417609795,0.477407804546689,0.0,0.477407804546689
