epoch,train_loss,train_behavior_loss,train_illegal_loss,train_relative_loss,train_accuracy,train_steps,rollout_constraint_loss,rollout_constraint_steps,rollout_prevented_illegal_rate,rollout_constraint_revisit_rate,rollout_recovery_targets,val_loss,val_behavior_loss,val_illegal_loss,val_relative_loss,val_accuracy,val_steps,rollout_score,human_similarity_score,trial_weighted_rollout_score,reached_goal_rate,mean_excess_steps,mean_hit_rate,mean_revisit_rate,mean_efficiency,task1_rollout_score,task1_human_similarity_score,task1_reached_goal_rate,task1_mean_hit_rate,task1_mean_excess_steps,selection_metric,selection_value
1,1.814772,1.529218,0.288248,1.427767,0.142857,42,0.385673,8,0.5,0.0,6,1.788815,1.503858,0.356242,1.424787,0.3,20,1.475873,0.320236,1.475873,0.666667,4.666667,0.0,0.424603,0.452381,1.475873,0.320236,0.666667,0.0,4.666667,human_similarity,0.320236
