group_type,group_label,n_samples,n_train,n_test,alpha,train_r2,test_r2,spectral_radius,attractor_like,fixed_point_note,b_PC1,b_PC2,b_PC3,fixed_PC1,fixed_PC2,fixed_PC3,A_PC1_from_PC1,A_PC1_from_PC2,A_PC1_from_PC3,A_PC2_from_PC1,A_PC2_from_PC2,A_PC2_from_PC3,A_PC3_from_PC1,A_PC3_from_PC2,A_PC3_from_PC3,eig1_real,eig1_imag,eig1_abs,eig2_real,eig2_imag,eig2_abs,eig3_real,eig3_imag,eig3_abs
global,all,105122,78841,26281,10.0,0.2308663728322559,0.23820949291872015,0.5880135293971076,True,ok,-0.0007909255553369722,0.015816825562331122,-0.0008084490895982691,0.0073815195713410175,0.018534567183729714,0.003761304943184003,0.4430444609027891,0.3024162226935314,-0.18691651967416903,0.23158288248356873,0.004552688414229702,0.24563973052828672,-0.08700034872699874,0.18433281938438664,0.4773395966821098,-0.20889435643640497,0.0,0.20889435643640497,0.5880135293971076,0.0,0.5880135293971076,0.5458175730384265,0.0,0.5458175730384265
task_t,task_t=1,16696,12522,4174,10.0,0.323692412950144,0.3216733792919503,0.703157100783377,True,ok,-0.016390056773937164,0.03634739286145058,-0.011642848704074034,-0.006077876782320441,0.03092422407667167,-0.008619764308865132,0.5229779563093911,0.36565019031725743,-0.2532931380317415,0.28768078641223493,-0.037599181107504195,0.29141805049971214,-0.11379357591762995,0.2257631401211942,0.5394682156699407,-0.29707630181769695,0.0,0.29707630181769695,0.703157100783377,0.0,0.703157100783377,0.6187661919061481,0.0,0.6187661919061481
task_t,task_t=2,17980,13485,4495,10.0,0.32405883846543554,0.3232861895715198,0.6963849230403615,True,ok,-0.004371116089634256,0.03799296942758995,0.003512237185746468,0.017126114302030815,0.0468759301820614,0.02360280554167245,0.5404438296822167,0.36733741733813585,-0.21089677364466122,0.2762252571269415,-0.0775715307932237,0.3299833604795476,-0.11807065321567337,0.21307025426427356,0.5137013680191406,-0.32419950354120386,0.0,0.32419950354120386,0.6963849230403615,0.0,0.6963849230403615,0.6043882474089766,0.0,0.6043882474089766
task_t,task_t=3,19814,14860,4954,10.0,0.3067135096407856,0.3012198778675244,0.6854756746022835,True,ok,-0.012528940812520515,0.049449596824727826,-0.01501626402232312,0.015335223031624129,0.04748474976608365,-0.011534155941997259,0.5126607764251877,0.36138293045315834,-0.24641755236269172,0.2857107622627032,-0.0630100613302117,0.2908117717789887,-0.12129888999505387,0.2331508737694919,0.4966863041915502,-0.32315271405707313,0.0,0.32315271405707313,0.6854756746022835,0.0,0.6854756746022835,0.5840140587413158,0.0,0.5840140587413158
task_t,task_t=4,50632,37974,12658,10.0,0.14689899473932158,0.14953296811468483,0.477407804546689,True,ok,0.0047578124759053726,-0.005688120771815744,0.005986573108839577,0.0038832857319154846,-0.0037761342391382765,0.009161067623882082,0.3425060091063153,0.23586666441287096,-0.14342337692844095,0.1730865954420729,0.09202504363511593,0.17327027913232937,-0.053745060329499286,0.13730083974006818,0.42589668619131205,-0.08284767979004432,0.0,0.08284767979004432,0.46586761417609795,0.0,0.46586761417609795,0.477407804546689,0.0,0.477407804546689
replan_t,replan_t=0,105122,78841,26281,10.0,0.2308663728322559,0.23820949291872015,0.5880135293971076,True,ok,-0.0007909255553369722,0.015816825562331122,-0.0008084490895982691,0.0073815195713410175,0.018534567183729714,0.003761304943184003,0.4430444609027891,0.3024162226935314,-0.18691651967416903,0.23158288248356873,0.004552688414229702,0.24563973052828672,-0.08700034872699874,0.18433281938438664,0.4773395966821098,-0.20889435643640497,0.0,0.20889435643640497,0.5880135293971076,0.0,0.5880135293971076,0.5458175730384265,0.0,0.5458175730384265
target_t,target_t=0,26282,19711,6571,10.0,0.21370933056572955,0.21293916090694692,0.7236919367033046,True,ok,0.07443778635495421,-0.20892557329332576,0.13846605187832972,0.026136951787691397,-0.25949464504153497,0.297774989642795,0.5906977907615816,0.16114514855272988,-0.07362462222880811,0.11828087770450771,0.13358210632321116,-0.06379559312460582,-0.16305890061728337,0.04629327789431932,0.5896521340293737,0.7236919367033046,0.0,0.7236919367033046,0.48585606821963995,0.0,0.48585606821963995,0.10438402619122131,0.0,0.10438402619122131
target_t,target_t=1,26743,20057,6686,10.0,0.22693289768234154,0.23264531263219937,0.7446265174374548,True,ok,-0.34302841987187627,0.28709856173192005,-0.16596366656423966,-0.8666878998246026,0.11975269801767091,-0.4341525566416726,0.6315253635178858,0.19800652770146024,8.27010603817502e-05,0.14332564308038603,0.24502648031395413,0.16692253475563762,0.05682432003470049,0.18308847839494274,0.5547941042073367,0.7446265174374548,0.0,0.7446265174374548,0.560488399177525,0.0,0.560488399177525,0.12623103142419667,0.0,0.12623103142419667
target_t,target_t=2,26206,19654,6552,10.0,0.24187195846815457,0.24549287624180705,0.7298223447815698,True,ok,0.3678547018958839,-0.3717862688617367,0.17641504085012844,0.6042183976735966,-0.3182320676855841,0.263165386274698,0.6131185609715907,0.2789147873282956,-0.17226501508672507,0.16172159665806757,0.18046304077486852,0.05041758708709529,-0.06076561608322321,0.05761430575136303,0.5388275801116734,0.0759286536506325,0.0,0.0759286536506325,0.7298223447815698,0.0,0.7298223447815698,0.5266581834259298,0.0,0.5266581834259298
target_t,target_t=3,25891,19418,6473,10.0,0.22135615179786938,0.2209025643714401,0.7386917204122996,True,ok,-0.15480835749687238,0.5950327299600039,-0.1382658497299098,0.306957785833668,1.0574676407153383,0.06169419217580284,0.4639852218135442,0.304961712912369,-0.050975237180802824,0.3651483028668398,0.326782686815216,0.0776034045418565,-0.016823638727077456,0.1637997636658555,0.5172486751207619,0.028015724131137065,0.0,0.028015724131137065,0.7386917204122996,0.0,0.7386917204122996,0.5413091392060849,0.0,0.5413091392060849
