task,source,sequence_trial_index,start,goal,n_actions,shortest_steps,excess_steps,hit_rate,reached_goal,path_efficiency,revisit_rate,unique_state_fraction,action_entropy,left_frac,up_frac,right_frac,down_frac,straight_frac,turn_frac,reverse_frac,first_action_matches_shortest,shortest_action_alignment,mean_distance_delta,progress_action_frac,stall_action_frac,regress_action_frac,model,source_role,raw_source
2,model_context_rollout,95,19,16,15,5,10.0,0.0,1,0.3333333333333333,0.0625,0.9375,0.9128025995084719,0.3333333333333333,0.26666666666666666,0.3333333333333333,0.06666666666666667,0.35714285714285715,0.5714285714285714,0.07142857142857142,1,0.75,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,context,model,model_context_rollout
2,actual_subject,95,19,16,10,5,5.0,0.1,1,0.5,0.2727272727272727,0.7272727272727273,0.8804820237218406,0.2,0.5,0.2,0.1,0.1111111111111111,0.8888888888888888,0.0,0,0.8333333333333334,0.5,0.7,0.1,0.2,context,actual,actual_subject
2,model_context_rollout,99,32,14,10,10,0.0,0.0,1,1.0,0.0,1.0,0.8427376486136672,0.3,0.5,0.1,0.1,0.3333333333333333,0.6666666666666666,0.0,1,1.0,0.6,0.8,0.0,0.2,context,model,model_context_rollout
2,actual_subject,99,32,14,12,10,2.0,0.0,1,0.8333333333333334,0.07692307692307693,0.9230769230769231,0.8920795639257109,0.3333333333333333,0.4166666666666667,0.16666666666666666,0.08333333333333333,0.36363636363636365,0.5454545454545454,0.09090909090909091,1,0.9090909090909091,0.5,0.75,0.0,0.25,context,actual,actual_subject
3,model_context_rollout,103,19,21,32,10,22.0,0.3125,1,0.3125,0.36363636363636365,0.6363636363636364,0.8963274789247655,0.25,0.40625,0.28125,0.0625,0.1935483870967742,0.8064516129032258,0.0,0,0.6666666666666666,0.125,0.40625,0.3125,0.28125,context,model,model_context_rollout
3,actual_subject,103,19,21,18,10,8.0,0.0,1,0.5555555555555556,0.05263157894736842,0.9473684210526315,0.9388201415867107,0.2222222222222222,0.3888888888888889,0.2777777777777778,0.1111111111111111,0.29411764705882354,0.6470588235294118,0.058823529411764705,0,0.6666666666666666,0.2222222222222222,0.6111111111111112,0.0,0.3888888888888889,context,actual,actual_subject
3,model_context_rollout,107,2,40,21,10,11.0,0.1428571428571428,1,0.4761904761904761,0.13636363636363635,0.8636363636363636,0.9304144385624714,0.14285714285714285,0.14285714285714285,0.38095238095238093,0.3333333333333333,0.15,0.85,0.0,0,0.8,0.47619047619047616,0.6666666666666666,0.14285714285714285,0.19047619047619047,context,model,model_context_rollout
3,actual_subject,107,2,40,14,10,4.0,0.0,1,0.7142857142857143,0.13333333333333333,0.8666666666666667,0.8446958733715438,0.14285714285714285,0.07142857142857142,0.5,0.2857142857142857,0.23076923076923078,0.6153846153846154,0.15384615384615385,0,0.8333333333333334,0.7142857142857143,0.8571428571428571,0.0,0.14285714285714285,context,actual,actual_subject
3,model_context_rollout,111,47,45,4,4,0.0,0.0,1,1.0,0.0,1.0,0.75,0.25,0.5,0.25,0.0,0.0,1.0,0.0,1,1.0,1.0,1.0,0.0,0.0,context,model,model_context_rollout
3,actual_subject,111,47,45,4,4,0.0,0.0,1,1.0,0.0,1.0,0.75,0.25,0.5,0.25,0.0,0.0,1.0,0.0,1,1.0,1.0,1.0,0.0,0.0,context,actual,actual_subject
3,model_context_rollout,115,43,18,16,9,7.0,0.3125,1,0.5625,0.35294117647058826,0.6470588235294118,0.9056390622295664,0.375,0.125,0.125,0.375,0.26666666666666666,0.6666666666666666,0.06666666666666667,0,0.6923076923076923,0.5625,0.625,0.3125,0.0625,context,model,model_context_rollout
3,actual_subject,115,43,18,9,9,0.0,0.0,1,1.0,0.0,1.0,0.6960736118322673,0.4444444444444444,0.1111111111111111,0.0,0.4444444444444444,0.125,0.875,0.0,1,1.0,1.0,1.0,0.0,0.0,context,actual,actual_subject
3,model_context_rollout,119,36,17,40,7,33.0,0.275,1,0.175,0.4878048780487805,0.5121951219512195,0.9771758058803798,0.35,0.25,0.175,0.225,0.1794871794871795,0.7435897435897436,0.07692307692307693,0,0.0,0.175,0.45,0.275,0.275,context,model,model_context_rollout
3,actual_subject,119,36,17,18,7,11.0,0.0555555555555555,1,0.3888888888888889,0.21052631578947367,0.7894736842105263,0.9535998353544739,0.2777777777777778,0.2777777777777778,0.1111111111111111,0.3333333333333333,0.17647058823529413,0.6470588235294118,0.17647058823529413,0,0.0,0.3888888888888889,0.6666666666666666,0.05555555555555555,0.2777777777777778,context,actual,actual_subject
3,model_context_rollout,123,42,45,11,5,6.0,0.3636363636363636,1,0.4545454545454545,0.3333333333333333,0.6666666666666666,0.8383685150260664,0.09090909090909091,0.36363636363636365,0.45454545454545453,0.09090909090909091,0.1,0.9,0.0,0,0.0,0.45454545454545453,0.5454545454545454,0.36363636363636365,0.09090909090909091,context,model,model_context_rollout
3,actual_subject,123,42,45,7,5,2.0,0.0,1,0.7142857142857143,0.125,0.875,0.7783283537314115,0.2857142857142857,0.0,0.2857142857142857,0.42857142857142855,0.16666666666666666,0.6666666666666666,0.16666666666666666,1,0.8333333333333334,0.7142857142857143,0.8571428571428571,0.0,0.14285714285714285,context,actual,actual_subject
3,model_context_rollout,127,36,2,30,8,22.0,0.2666666666666666,1,0.2666666666666666,0.4838709677419355,0.5161290322580645,0.9480699825132538,0.4,0.23333333333333334,0.13333333333333333,0.23333333333333334,0.20689655172413793,0.7931034482758621,0.0,0,0.7272727272727273,0.26666666666666666,0.5,0.26666666666666666,0.23333333333333334,context,model,model_context_rollout
3,actual_subject,127,36,2,17,8,9.0,0.0588235294117647,1,0.4705882352941176,0.1111111111111111,0.8888888888888888,0.8889924521298744,0.4117647058823529,0.23529411764705882,0.058823529411764705,0.29411764705882354,0.1875,0.75,0.0625,0,0.0,0.47058823529411764,0.7058823529411765,0.058823529411764705,0.23529411764705882,context,actual,actual_subject
3,model_context_rollout,131,16,45,20,9,11.0,0.15,1,0.45,0.23809523809523808,0.7619047619047619,0.9354752972273344,0.15,0.15,0.4,0.3,0.2631578947368421,0.7368421052631579,0.0,1,0.3333333333333333,0.45,0.65,0.15,0.2,context,model,model_context_rollout
3,actual_subject,131,16,45,12,9,3.0,0.0833333333333333,1,0.75,0.15384615384615385,0.8461538461538461,0.8920795639257109,0.08333333333333333,0.16666666666666666,0.4166666666666667,0.3333333333333333,0.2727272727272727,0.7272727272727273,0.0,1,0.9,0.75,0.8333333333333334,0.08333333333333333,0.08333333333333333,context,actual,actual_subject
3,model_context_rollout,135,23,7,10,6,4.0,0.2,1,0.6,0.2727272727272727,0.7272727272727273,0.8609640474436813,0.4,0.4,0.1,0.1,0.2222222222222222,0.7777777777777778,0.0,0,0.75,0.6,0.7,0.2,0.1,context,model,model_context_rollout
