task_group,n_samples,n_train,n_test,alpha,train_r2,test_r2,spectral_radius,attractor_like,fixed_point_note,b_PC1,b_PC2,b_PC3,fixed_PC1,fixed_PC2,fixed_PC3,A_PC1_from_PC1,A_PC1_from_PC2,A_PC1_from_PC3,A_PC2_from_PC1,A_PC2_from_PC2,A_PC2_from_PC3,A_PC3_from_PC1,A_PC3_from_PC2,A_PC3_from_PC3,eig1_real,eig1_imag,eig1_abs,eig2_real,eig2_imag,eig2_abs,eig3_real,eig3_imag,eig3_abs
task1_3,55038,41278,13760,10.0,0.37247924051271314,0.3716490123502181,0.7283568396389686,True,ok,-0.029273610687647302,-0.019139824129412137,-0.1699714104815097,0.04833474131444912,0.0223119971501691,-0.14449248289418173,0.6972550057943776,0.0131856498526536,-0.3018324040900059,-0.010304037118333961,0.5328374806885078,-0.20804678067287605,-0.09052670942798095,-0.09244791490027032,-0.2208918391051947,-0.2729642718032421,0.0,0.2729642718032421,0.7283568396389686,0.0,0.7283568396389686,0.553808079541965,0.0,0.553808079541965
task4,115430,86572,28858,1.0,0.5526566234165108,0.5513618577601762,0.8965177599108292,True,ok,0.023433634173015146,0.03065451322180795,0.08333428070180951,0.010152285131635897,0.03291788639326412,0.06368178110975131,0.8651275294593722,-0.0374335858320877,-0.327128662341629,-0.04723081355353172,0.7094343363543019,-0.32364366496628855,-0.1118179361931372,-0.19411357127707599,-0.19043882446384328,-0.2889858318838736,0.0,0.2889858318838736,0.8965177599108292,0.0,0.8965177599108292,0.776591113322876,0.0,0.776591113322876
