epoch,train_loss,train_behavior_loss,train_illegal_loss,train_relative_loss,train_next_pos_loss,train_collision_loss,train_distance_delta_loss,train_loop_loss,train_newly_seen_wall_loss,train_accuracy,train_steps,rollout_constraint_loss,rollout_constraint_steps,rollout_prevented_illegal_rate,rollout_constraint_revisit_rate,rollout_recovery_targets,val_loss,val_behavior_loss,val_illegal_loss,val_relative_loss,val_next_pos_loss,val_collision_loss,val_distance_delta_loss,val_loop_loss,val_newly_seen_wall_loss,val_accuracy,val_steps,rollout_score,human_similarity_score,trial_weighted_rollout_score,reached_goal_rate,mean_excess_steps,mean_hit_rate,mean_revisit_rate,mean_efficiency,task1_rollout_score,task1_human_similarity_score,task1_reached_goal_rate,task1_mean_hit_rate,task1_mean_excess_steps,selection_metric,selection_value
1,2.255379,1.385286,0.256766,1.513681,3.937768,0.649298,0.853321,0.639713,0.679954,0.309524,42,0.0,16,0.625,0.125,0,2.203915,1.334372,0.335,1.516543,3.942908,0.640719,0.792991,0.693395,0.671047,0.35,20,1.464444,0.42228,1.464444,0.666667,3.333333,0.377778,0.083333,0.566667,1.464444,0.42228,0.666667,0.377778,3.333333,human_similarity,0.42228
