,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0,106,65,0,0,0,0,0,0,26,157,0,0,0,4,0,6,1,0,0,3,8,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,2,0,0,0,0,0
1,59,119,0,0,0,0,0,0,32,108,2,0,0,3,1,3,0,0,0,11,9,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
2,29,55,1,0,0,0,0,0,15,139,3,0,0,21,3,3,1,0,0,10,9,0,0,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
3,24,61,1,0,0,0,0,0,16,69,2,3,0,3,0,1,0,0,0,3,11,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,5,0,0,0,0,0,0,0,0
4,0,16,0,0,0,0,0,0,7,16,1,1,2,3,0,0,0,0,0,8,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
5,11,10,0,0,0,0,0,0,7,53,1,1,3,17,0,2,0,0,0,14,12,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
6,3,13,1,0,0,0,0,0,5,51,1,0,7,14,0,0,0,0,0,9,18,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
7,65,42,1,0,0,0,0,0,32,75,0,0,0,2,2,2,0,0,0,4,9,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0
8,62,46,0,0,0,0,0,0,55,128,1,0,0,12,1,8,2,0,0,20,23,1,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,3,0,0,0,0,0
9,46,77,0,0,0,0,0,0,39,202,0,0,1,8,1,2,0,0,0,14,23,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,0,0,4,0,0,0,0,0
10,22,63,0,0,0,0,0,0,13,83,6,2,0,11,0,4,0,0,0,10,8,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1,0,0,0,0,0,0,0,0
11,7,36,0,0,0,0,0,0,13,53,11,3,1,1,0,2,0,0,0,14,15,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0
12,3,25,2,0,0,0,0,0,16,34,4,0,5,8,0,0,0,0,0,27,12,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,1,2,0
13,14,12,1,0,0,0,0,0,11,68,3,3,0,36,0,1,0,0,0,41,14,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
14,62,28,0,0,0,0,0,0,24,99,0,0,0,2,4,10,1,0,0,14,9,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
15,57,19,0,0,0,0,0,0,30,106,0,0,0,3,2,13,3,0,0,8,12,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
16,12,36,0,0,0,0,0,0,25,107,0,0,0,0,0,4,0,0,0,27,12,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0
17,7,29,1,0,0,0,0,0,23,115,3,0,0,8,0,5,0,0,0,19,22,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0
18,4,8,8,0,0,0,0,0,10,29,4,0,0,5,0,0,0,0,0,22,15,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,2,0,0,0,0,0,0,0,0
19,24,10,1,0,0,0,0,0,1,44,3,0,1,8,0,2,0,0,0,52,22,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,1,0,0,0,0,0,0,0,0
20,15,6,0,0,0,0,0,0,7,31,4,2,0,4,0,0,0,0,0,27,67,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,2,0
21,42,15,0,0,0,0,0,0,34,77,0,0,0,2,7,4,1,0,0,4,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0
22,20,18,0,0,0,0,0,0,14,53,0,0,0,1,3,4,0,0,0,10,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
23,16,11,0,0,0,0,0,0,18,70,1,0,0,4,0,1,0,0,0,12,25,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,1,0,0,0,0,0,0,1,0
24,8,36,0,0,0,0,0,0,23,115,0,0,2,5,0,7,0,0,0,13,18,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0
25,5,24,0,0,0,0,0,0,14,35,9,0,0,7,0,0,0,0,0,17,20,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,3,0,0,0,0,0,0,0,0
26,6,4,1,0,0,0,0,0,3,8,1,3,0,12,0,0,0,0,0,13,30,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1,0,0,0,0,0,0,0,0
27,4,1,0,0,0,0,0,0,4,7,1,0,0,4,0,0,0,0,0,15,42,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,1,0
28,11,8,0,0,0,0,0,0,7,30,0,0,0,0,0,2,0,0,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0
29,18,7,0,0,0,0,0,0,13,47,0,0,0,7,2,4,0,0,0,4,16,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,1,0,0,0,0,0
30,16,2,0,0,0,0,0,0,4,72,0,0,0,9,2,3,0,0,0,20,10,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,0,0,0,0,0,0,0
31,4,21,0,0,0,0,0,0,10,25,0,0,2,2,0,2,0,0,0,11,39,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,1,0
32,7,11,0,0,0,0,0,0,6,20,0,0,3,0,0,0,2,0,0,6,26,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,1,0,0,0,0,0
33,11,7,0,0,0,0,0,0,2,16,0,0,2,5,0,8,0,0,0,14,24,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,5,0,0,1,1,0
34,6,8,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,9,23,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,2,0,0,2,0,0,0,3,0
35,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
36,13,7,0,0,0,0,0,0,8,19,0,0,0,3,0,0,0,0,0,0,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0
37,6,4,0,0,0,0,0,0,5,7,0,0,0,0,0,4,0,0,0,4,12,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
38,3,3,0,0,0,0,0,0,13,16,0,0,0,6,0,0,0,3,0,2,34,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0
39,15,16,0,0,0,0,0,0,4,11,3,0,0,3,0,8,0,0,0,27,22,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0
40,13,1,0,0,0,0,0,0,2,12,0,0,0,8,1,7,0,1,0,29,29,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3,0,0,1,0,0,0,0,0
41,6,0,0,0,0,0,0,0,2,6,0,0,0,7,0,1,0,0,0,26,16,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,3,0,0,1,0,0,0,4,0
42,28,15,0,0,0,0,0,0,3,22,0,0,0,0,0,3,0,0,0,0,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
43,3,0,0,0,0,0,0,0,12,14,0,0,0,5,0,0,0,0,0,4,13,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,2,0,0,0,0,0
44,3,0,0,0,0,0,0,0,3,8,0,0,0,1,0,1,0,0,0,2,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,1,0,0,0,0,0
45,4,1,0,0,0,0,0,0,0,7,0,0,0,2,0,5,0,0,0,8,13,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,3,0,0,0,0,0,0,0,0
46,0,4,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,26,10,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,1,0,0,1,0,0,0,0,0
