,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0,0.2566585956416465,0.15738498789346247,0.0,0.0,0.0,0.0,0.0,0.0,0.06295399515738499,0.3801452784503632,0.0,0.0,0.0,0.009685230024213076,0.0,0.014527845036319613,0.002421307506053269,0.0,0.0,0.007263922518159807,0.01937046004842615,0.0,0.0,0.0,0.04600484261501211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0387409200968523,0.0,0.0,0.0,0.004842615012106538,0.0,0.0,0.0,0.0,0.0
1,0.14114832535885166,0.284688995215311,0.0,0.0,0.0,0.0,0.0,0.0,0.07655502392344497,0.2583732057416268,0.004784688995215311,0.0,0.0,0.007177033492822967,0.0023923444976076554,0.007177033492822967,0.0,0.0,0.0,0.02631578947368421,0.0215311004784689,0.0,0.0,0.0,0.09808612440191387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07177033492822966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.08950617283950617,0.1697530864197531,0.0030864197530864196,0.0,0.0,0.0,0.0,0.0,0.046296296296296294,0.42901234567901236,0.009259259259259259,0.0,0.0,0.06481481481481481,0.009259259259259259,0.009259259259259259,0.0030864197530864196,0.0,0.0,0.030864197530864196,0.027777777777777776,0.0,0.0,0.0,0.08024691358024691,0.0,0.0,0.0,0.0,0.0,0.0030864197530864196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024691358024691357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0995850622406639,0.25311203319502074,0.004149377593360996,0.0,0.0,0.0,0.0,0.0,0.06639004149377593,0.2863070539419087,0.008298755186721992,0.012448132780082987,0.0,0.012448132780082987,0.0,0.004149377593360996,0.0,0.0,0.0,0.012448132780082987,0.04564315352697095,0.0,0.0,0.0,0.07468879668049792,0.0,0.0,0.0,0.0,0.0,0.0,0.004149377593360996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0954356846473029,0.02074688796680498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.16494845360824742,0.0,0.0,0.0,0.0,0.0,0.0,0.07216494845360824,0.16494845360824742,0.010309278350515464,0.010309278350515464,0.020618556701030927,0.030927835051546393,0.0,0.0,0.0,0.0,0.0,0.08247422680412371,0.061855670103092786,0.0,0.0,0.0,0.1134020618556701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26804123711340205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.06077348066298342,0.055248618784530384,0.0,0.0,0.0,0.0,0.0,0.0,0.03867403314917127,0.292817679558011,0.0055248618784530384,0.0055248618784530384,0.016574585635359115,0.09392265193370165,0.0,0.011049723756906077,0.0,0.0,0.0,0.07734806629834254,0.06629834254143646,0.0,0.0,0.0,0.0718232044198895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20441988950276244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.018404907975460124,0.07975460122699386,0.006134969325153374,0.0,0.0,0.0,0.0,0.0,0.03067484662576687,0.3128834355828221,0.006134969325153374,0.0,0.04294478527607362,0.08588957055214724,0.0,0.0,0.0,0.0,0.0,0.05521472392638037,0.11042944785276074,0.0,0.0,0.0,0.049079754601226995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20245398773006135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.24253731343283583,0.15671641791044777,0.0037313432835820895,0.0,0.0,0.0,0.0,0.0,0.11940298507462686,0.2798507462686567,0.0,0.0,0.0,0.007462686567164179,0.007462686567164179,0.007462686567164179,0.0,0.0,0.0,0.014925373134328358,0.033582089552238806,0.0,0.0,0.0,0.0708955223880597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05223880597014925,0.0,0.0,0.0,0.0037313432835820895,0.0,0.0,0.0,0.0,0.0
8,0.14657210401891252,0.10874704491725769,0.0,0.0,0.0,0.0,0.0,0.0,0.13002364066193853,0.30260047281323876,0.002364066193853428,0.0,0.0,0.028368794326241134,0.002364066193853428,0.018912529550827423,0.004728132387706856,0.0,0.0,0.04728132387706856,0.054373522458628844,0.002364066193853428,0.0,0.0,0.07328605200945626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07092198581560284,0.0,0.0,0.0,0.0070921985815602835,0.0,0.0,0.0,0.0,0.0
9,0.08949416342412451,0.14980544747081712,0.0,0.0,0.0,0.0,0.0,0.0,0.07587548638132295,0.39299610894941633,0.0,0.0,0.0019455252918287938,0.01556420233463035,0.0019455252918287938,0.0038910505836575876,0.0,0.0,0.0,0.027237354085603113,0.04474708171206226,0.0,0.0,0.0,0.11478599221789883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07198443579766536,0.0019455252918287938,0.0,0.0,0.007782101167315175,0.0,0.0,0.0,0.0,0.0
