subid,batch,maze,n_trials,mean_n_action,mean_n_hit,mean_hit_rate,mean_shortest_steps,mean_excess_steps,mean_path_efficiency,reached_goal_rate,optimal_by_length_rate,clean_optimal_rate,exact_short_path_rate,mean_total_rt,mean_rt,mean_first_rt,mean_rt_after_first
18779635230,2,1,351,13.760684,2.763533,0.142687,7.823362,5.937322,0.698248,1.0,0.267806,0.267806,0.267806,8.104584,0.652576,2.275162,0.480635
18788602542,3,2,351,11.564103,2.854701,0.198304,6.304843,5.259259,0.657612,1.0,0.225071,0.225071,0.225071,5.899863,0.541157,1.348764,0.430043
18802233956,2,1,351,16.561254,4.079772,0.180843,7.695157,8.866097,0.596757,1.0,0.182336,0.182336,0.182336,9.751311,0.640565,1.890031,0.514977
18858439149,1,1,351,16.447293,4.236467,0.193641,7.85755,8.589744,0.607579,1.0,0.19943,0.19943,0.19943,9.267043,0.61877,2.877311,0.457402
18858669530,3,2,351,11.837607,2.737892,0.161602,6.051282,5.786325,0.674138,1.0,0.304843,0.304843,0.304843,5.992362,0.564232,1.833131,0.42737
18863400213,3,2,393,12.193384,2.956743,0.186273,6.361323,5.832061,0.628553,1.0,0.165394,0.165394,0.165394,8.298028,0.736085,2.878148,0.499905
18892999389,3,2,351,12.487179,2.968661,0.174896,6.242165,6.245014,0.63289,1.0,0.22792,0.22792,0.22792,7.766259,0.669418,1.892501,0.522667
18900715287,1,1,351,16.683761,4.814815,0.213841,7.789174,8.894587,0.612745,1.0,0.188034,0.188034,0.188034,10.53104,0.714158,2.533721,0.541595
18977709116,1,1,351,16.344729,4.196581,0.194097,7.851852,8.492877,0.60717,1.0,0.176638,0.176638,0.176638,8.619858,0.539099,1.87053,0.443031
18987798980,3,2,374,11.794118,2.911765,0.183233,6.208556,5.585561,0.651386,1.0,0.221925,0.221925,0.221925,11.04892,0.905493,5.544904,0.465777
18989781863,3,2,351,10.695157,2.233618,0.162004,6.404558,4.290598,0.694903,1.0,0.250712,0.250712,0.250712,7.905593,0.770541,1.83833,0.583818
18991311567,1,1,209,14.545455,2.736842,0.126083,7.732057,6.813397,0.662587,1.0,0.205742,0.205742,0.205742,11.897225,0.918339,5.206024,0.525827
18995088003,2,1,304,19.832237,5.713816,0.19733,7.592105,12.240132,0.55729,1.0,0.171053,0.171053,0.171053,10.657664,0.55688,1.745138,0.478956
19101535688,1,1,351,10.752137,1.222222,0.080792,7.586895,3.165242,0.793118,1.0,0.384615,0.384615,0.384615,13.571627,1.302727,5.659405,0.788458
19105976006,2,1,351,16.042735,3.991453,0.182722,7.732194,8.310541,0.638347,1.0,0.216524,0.216524,0.216524,7.028279,0.488595,1.217897,0.405508
19106797817,3,2,351,10.205128,1.834758,0.139164,6.216524,3.988604,0.708492,1.0,0.293447,0.293447,0.293447,5.805083,0.607225,1.630849,0.460359
19117140692,2,1,234,15.222222,3.393162,0.142936,7.384615,7.837607,0.647938,1.0,0.239316,0.239316,0.239316,7.163915,0.539959,1.370996,0.434834
19117157381,2,1,389,13.131105,1.856041,0.102584,7.670951,5.460154,0.718182,1.0,0.257069,0.257069,0.257069,10.718658,0.872943,3.658072,0.543406
19121226909,3,2,365,12.090411,3.00274,0.184865,6.194521,5.89589,0.640011,1.0,0.210959,0.210959,0.210959,9.857518,0.990853,4.102493,0.522926
19121227169,3,2,234,9.559829,1.32906,0.099931,6.273504,3.286325,0.751843,1.0,0.371795,0.371795,0.371795,6.794081,0.768194,2.744402,0.463021
19172951031,1,1,351,17.239316,4.706553,0.194925,7.655271,9.584046,0.608913,1.0,0.205128,0.205128,0.205128,9.280188,0.620153,1.863983,0.515314
19174237696,1,1,351,11.361823,1.34188,0.075666,7.45584,3.905983,0.773566,1.0,0.376068,0.376068,0.376068,13.695362,1.301509,4.79498,0.833623
19196067936,3,2,351,11.752137,2.612536,0.174456,6.404558,5.347578,0.657102,1.0,0.213675,0.213675,0.213675,29.834553,2.743169,17.103547,1.367921
19515752958,3,2,369,12.065041,3.065041,0.183659,6.344173,5.720867,0.65066,1.0,0.222222,0.222222,0.222222,9.898691,0.913973,4.125192,0.471133
19517906371,1,1,351,12.022792,1.720798,0.105281,7.897436,4.125356,0.761426,1.0,0.327635,0.327635,0.327635,7.311892,0.661834,2.621769,0.447495
19527914854,3,2,351,10.692308,2.339031,0.163887,6.05698,4.635328,0.686877,1.0,0.276353,0.276353,0.276353,5.952083,0.604296,1.61045,0.464307
19550570076,2,1,379,12.063325,1.493404,0.080125,7.525066,4.538259,0.75942,1.0,0.358839,0.358839,0.358839,12.02481,1.05988,4.166765,0.692298
19550593600,3,2,351,12.213675,2.863248,0.187438,6.290598,5.923077,0.627232,1.0,0.168091,0.168091,0.168091,6.312376,0.580059,1.602342,0.444818
19558255983,3,2,350,12.585714,2.531429,0.150631,6.328571,6.257143,0.653881,1.0,0.24,0.24,0.24,14.474614,1.210092,5.421371,0.743656
19558285251,2,1,351,12.894587,2.079772,0.107981,7.527066,5.367521,0.721572,1.0,0.321937,0.321937,0.321937,12.509943,1.05484,3.321912,0.778633
19558285615,3,2,351,12.148148,2.88604,0.177145,6.356125,5.792023,0.652395,1.0,0.210826,0.210826,0.210826,7.124026,0.677636,2.468986,0.440213
19558287021,3,2,392,10.461735,2.270408,0.155252,6.15051,4.311224,0.70606,1.0,0.313776,0.313776,0.313776,8.363441,0.903131,3.458957,0.552968
19558287419,2,1,350,14.857143,3.088571,0.159611,7.665714,7.191429,0.634751,1.0,0.177143,0.177143,0.177143,6.968951,0.504018,1.058423,0.448456
19558288385,1,1,201,12.39801,1.363184,0.062496,7.552239,4.845771,0.76369,1.0,0.368159,0.368159,0.368159,10.309368,0.805915,3.415164,0.521725
19639339002,1,1,351,14.945869,3.618234,0.177741,7.606838,7.339031,0.640814,1.0,0.233618,0.233618,0.233618,9.168806,0.669548,2.472034,0.501543
19700919062,3,2,351,11.521368,2.712251,0.184834,6.358974,5.162393,0.660272,1.0,0.188034,0.188034,0.188034,9.082165,0.825644,2.894547,0.578644
19708246299,3,2,200,9.275,0.57,0.041142,6.575,2.7,0.805798,1.0,0.425,0.425,0.425,11.23896,1.173076,4.00192,0.779658
19713926551,3,2,355,11.557746,2.746479,0.190946,6.28169,5.276056,0.648675,1.0,0.177465,0.177465,0.177465,7.008493,0.635083,3.226558,0.374875
19831701219,1,1,351,15.353276,4.008547,0.1956,7.589744,7.763533,0.623912,1.0,0.205128,0.205128,0.205128,8.233772,0.554393,1.792165,0.451838
19834840803,3,2,351,11.287749,2.652422,0.180042,6.373219,4.91453,0.668791,1.0,0.205128,0.205128,0.205128,10.191034,0.746051,5.515721,0.453677
19852999776,2,1,351,14.179487,3.125356,0.168957,7.794872,6.384615,0.663636,1.0,0.216524,0.216524,0.216524,6.692359,0.502973,1.475843,0.404926
19859608897,3,2,351,7.518519,0.344729,0.03426,6.079772,1.438746,0.871753,1.0,0.595442,0.595442,0.595442,7.025382,0.915913,3.055598,0.543332
19861356229,1,1,351,13.931624,2.666667,0.124608,7.698006,6.233618,0.697925,1.0,0.279202,0.279202,0.279202,12.346744,0.909573,3.10767,0.667001
19861825624,3,2,351,11.310541,2.441595,0.174153,6.225071,5.08547,0.641129,1.0,0.17094,0.17094,0.17094,8.331832,0.779744,1.640672,0.669865
19881266563,2,1,352,17.244318,4.721591,0.192334,7.681818,9.5625,0.608766,1.0,0.204545,0.204545,0.204545,11.735517,0.727187,2.983932,0.544354
19948700293,3,2,482,11.560166,2.657676,0.183562,6.379668,5.180498,0.643856,1.0,0.174274,0.174274,0.174274,12.039135,1.10515,4.250664,0.735655
19970957519,1,1,351,14.162393,3.242165,0.159929,7.592593,6.569801,0.685389,1.0,0.267806,0.267806,0.267806,8.277877,0.648843,1.931416,0.518342
19975275112,3,2,351,10.774929,2.270655,0.168181,6.384615,4.390313,0.684027,1.0,0.216524,0.216524,0.216524,5.857043,0.590016,1.804738,0.423541
188709000000,3,2,351,10.606838,2.333333,0.160201,6.125356,4.481481,0.693838,1.0,0.276353,0.276353,0.276353,6.90951,0.651598,3.318917,0.387016
